t_ms,state,x_cm,x_filt_cm,theta_deg,theta_cmd_deg,u_step_rate,fault_flags,x_ref_cm,sonar_age_ms,sonar_valid,sonar_miss_count,theta_cmd_unclamped_deg,theta_cmd_clamped_deg,theta_cmd_saturated,test_phase
2051,SAFE_DISABLED,0.0,0.0,-42.0996,0.0,0.0,1,0.0,0,0,44,0.0,0.0,0,
2151,SAFE_DISABLED,0.0,0.0,-42.0996,0.0,0.0,1,0.0,0,0,46,0.0,0.0,0,
2251,SAFE_DISABLED,0.0,0.0,-42.0996,0.0,0.0,1,0.0,0,0,49,0.0,0.0,0,
2351,SAFE_DISABLED,0.0,0.0,-42.0996,0.0,0.0,1,0.0,0,0,51,0.0,0.0,0,
2451,SAFE_DISABLED,0.0,0.0,-42.0996,0.0,0.0,1,0.0,0,0,54,0.0,0.0,0,
2551,SAFE_DISABLED,0.0,0.0,-42.0996,0.0,0.0,1,0.0,0,0,56,0.0,0.0,0,
2651,SAFE_DISABLED,0.0,0.0,-42.0996,0.0,0.0,1,0.0,0,0,59,0.0,0.0,0,
2751,SAFE_DISABLED,0.0,0.0,-42.0996,0.0,0.0,1,0.0,0,0,61,0.0,0.0,0,
2851,SAFE_DISABLED,0.0,0.0,-42.0996,0.0,0.0,1,0.0,0,0,64,0.0,0.0,0,
2951,SAFE_DISABLED,0.0,0.0,-42.0996,0.0,0.0,1,0.0,0,0,66,0.0,0.0,0,
3051,SAFE_DISABLED,0.0,0.0,-42.0996,0.0,0.0,1,0.0,0,0,69,0.0,0.0,0,
3151,SAFE_DISABLED,0.0,0.0,-42.0996,0.0,0.0,1,0.0,0,0,71,0.0,0.0,0,
3251,SAFE_DISABLED,0.0,0.0,-42.0996,0.0,0.0,1,0.0,0,0,74,0.0,0.0,0,
3351,SAFE_DISABLED,0.0,0.0,-42.0996,0.0,0.0,1,0.0,0,0,76,0.0,0.0,0,
3451,SAFE_DISABLED,0.0,0.0,-42.0996,0.0,0.0,1,0.0,0,0,79,0.0,0.0,0,
3551,SAFE_DISABLED,0.0,0.0,-42.0996,0.0,0.0,1,0.0,0,0,81,0.0,0.0,0,
3651,SAFE_DISABLED,0.0,0.0,-42.0996,0.0,0.0,1,0.0,0,0,84,0.0,0.0,0,
3751,SAFE_DISABLED,0.0,0.0,-42.0996,0.0,0.0,1,0.0,0,0,86,0.0,0.0,0,
3851,SAFE_DISABLED,0.0,0.0,-42.0996,0.0,0.0,1,0.0,0,0,89,0.0,0.0,0,
3951,SAFE_DISABLED,0.0,0.0,-42.0996,0.0,0.0,1,0.0,0,0,91,0.0,0.0,0,
4051,SAFE_DISABLED,0.0,0.0,-42.0996,0.0,0.0,1,0.0,0,0,94,0.0,0.0,0,
4151,SAFE_DISABLED,0.0,0.0,-42.0996,0.0,0.0,1,0.0,0,0,96,0.0,0.0,0,
4251,SAFE_DISABLED,0.0,0.0,-42.0996,0.0,0.0,1,0.0,0,0,99,0.0,0.0,0,
4353,SAFE_DISABLED,0.0,0.0,-42.0996,0.0,0.0,1,0.0,0,0,101,0.0,0.0,0,
4453,SAFE_DISABLED,0.0,0.0,-42.0996,0.0,0.0,1,0.0,0,0,104,0.0,0.0,0,
4553,SAFE_DISABLED,0.0,0.0,-42.0996,0.0,0.0,1,0.0,0,0,106,0.0,0.0,0,
4654,SAFE_DISABLED,0.0,0.0,-42.0996,0.0,0.0,1,0.0,0,0,109,0.0,0.0,0,
4754,SAFE_DISABLED,0.0,0.0,-42.0996,0.0,0.0,1,0.0,0,0,111,0.0,0.0,0,
4854,SAFE_DISABLED,0.0,0.0,-42.0996,0.0,0.0,1,0.0,0,0,114,0.0,0.0,0,
4954,SAFE_DISABLED,0.0,0.0,-42.0996,0.0,0.0,1,0.0,0,0,116,0.0,0.0,0,
5054,SAFE_DISABLED,0.0,0.0,-42.0996,0.0,0.0,1,0.0,0,0,119,0.0,0.0,0,
5154,SAFE_DISABLED,0.0,0.0,-42.0996,0.0,0.0,1,0.0,0,0,121,0.0,0.0,0,
5254,SAFE_DISABLED,0.0,0.0,-42.0996,0.0,0.0,1,0.0,0,0,124,0.0,0.0,0,
5354,SAFE_DISABLED,0.0,0.0,-42.0996,0.0,0.0,1,0.0,0,0,126,0.0,0.0,0,
5454,SAFE_DISABLED,0.0,0.0,-42.0996,0.0,0.0,1,0.0,0,0,129,0.0,0.0,0,
5554,SAFE_DISABLED,0.0,0.0,-42.0996,0.0,0.0,1,0.0,0,0,131,0.0,0.0,0,
5654,SAFE_DISABLED,0.0,0.0,-42.0996,0.0,0.0,1,0.0,0,0,134,0.0,0.0,0,
5754,SAFE_DISABLED,0.0,0.0,-42.0996,0.0,0.0,1,0.0,0,0,136,0.0,0.0,0,
5854,SAFE_DISABLED,0.0,0.0,-42.0996,0.0,0.0,1,0.0,0,0,139,0.0,0.0,0,
5954,SAFE_DISABLED,0.0,0.0,-42.0996,0.0,0.0,1,0.0,0,0,141,0.0,0.0,0,
6054,SAFE_DISABLED,0.0,0.0,-42.0996,0.0,0.0,1,0.0,0,0,144,0.0,0.0,0,
6154,SAFE_DISABLED,0.0,0.0,-42.0996,0.0,0.0,1,0.0,0,0,146,0.0,0.0,0,
6254,SAFE_DISABLED,0.0,0.0,-42.0996,0.0,0.0,1,0.0,0,0,149,0.0,0.0,0,
6354,SAFE_DISABLED,0.0,0.0,-42.0996,0.0,0.0,1,0.0,0,0,151,0.0,0.0,0,
6454,SAFE_DISABLED,0.0,0.0,-42.0996,0.0,0.0,1,0.0,0,0,154,0.0,0.0,0,
6554,SAFE_DISABLED,0.0,0.0,-42.0996,0.0,0.0,1,0.0,0,0,156,0.0,0.0,0,
6654,SAFE_DISABLED,0.0,0.0,-42.0996,0.0,0.0,1,0.0,0,0,159,0.0,0.0,0,
6754,SAFE_DISABLED,0.0,0.0,-42.0996,0.0,0.0,1,0.0,0,0,161,0.0,0.0,0,
6854,SAFE_DISABLED,0.0,0.0,-42.0996,0.0,0.0,1,0.0,0,0,164,0.0,0.0,0,
6955,SAFE_DISABLED,0.0,0.0,-42.0996,0.0,0.0,1,0.0,0,0,166,0.0,0.0,0,
7055,SAFE_DISABLED,0.0,0.0,-42.0996,0.0,0.0,1,0.0,0,0,169,0.0,0.0,0,
7155,SAFE_DISABLED,0.0,0.0,-42.0996,0.0,0.0,1,0.0,0,0,171,0.0,0.0,0,
7255,SAFE_DISABLED,0.0,0.0,-42.0996,0.0,0.0,1,0.0,0,0,174,0.0,0.0,0,
7355,SAFE_DISABLED,0.0,0.0,-42.0996,0.0,0.0,1,0.0,0,0,176,0.0,0.0,0,
7455,SAFE_DISABLED,0.0,0.0,-42.0996,0.0,0.0,1,0.0,0,0,179,0.0,0.0,0,
7555,SAFE_DISABLED,0.0,0.0,-42.0996,0.0,0.0,1,0.0,0,0,181,0.0,0.0,0,
7655,SAFE_DISABLED,0.0,0.0,-42.0996,0.0,0.0,1,0.0,0,0,184,0.0,0.0,0,
7755,SAFE_DISABLED,0.0,0.0,-42.0996,0.0,0.0,1,0.0,0,0,186,0.0,0.0,0,
7855,SAFE_DISABLED,0.0,0.0,-42.0996,0.0,0.0,1,0.0,0,0,189,0.0,0.0,0,
7955,SAFE_DISABLED,0.0,0.0,-42.0996,0.0,0.0,1,0.0,0,0,191,0.0,0.0,0,
8055,SAFE_DISABLED,0.0,0.0,-42.0996,0.0,0.0,1,0.0,0,0,194,0.0,0.0,0,
8155,SAFE_DISABLED,0.0,0.0,-42.0732,0.0,0.0,1,0.0,0,0,196,0.0,0.0,0,
8255,SAFE_DISABLED,0.0,0.0,-40.6827,0.0,0.0,1,0.0,0,0,199,0.0,0.0,0,
8355,SAFE_DISABLED,0.0,0.0,-40.326,0.0,0.0,1,0.0,0,0,201,0.0,0.0,0,
8455,SAFE_DISABLED,0.0,0.0,-38.6992,0.0,0.0,1,0.0,0,0,204,0.0,0.0,0,
8555,SAFE_DISABLED,0.0,0.0,-33.6629,0.0,0.0,1,0.0,0,0,206,0.0,0.0,0,
8655,SAFE_DISABLED,0.0,0.0,-27.4987,0.0,0.0,1,0.0,0,0,209,0.0,0.0,0,
8755,SAFE_DISABLED,0.0,0.0,-22.5889,0.0,0.0,1,0.0,0,0,211,0.0,0.0,0,
8855,SAFE_DISABLED,0.0,0.0,-19.6623,0.0,0.0,1,0.0,0,0,212,0.0,0.0,0,
8955,SAFE_DISABLED,15.9526,15.7893,-18.7327,0.0,0.0,0,0.0,6,1,0,0.0,0.0,0,
9055,SAFE_DISABLED,15.9526,15.8798,-18.5765,0.0,0.0,0,0.0,26,1,0,0.0,0.0,0,
9155,SAFE_DISABLED,15.7125,15.7973,-18.5502,0.0,0.0,0,0.0,5,1,0,0.0,0.0,0,
9255,SAFE_DISABLED,15.6782,15.7365,-18.5458,0.0,0.0,0,0.0,25,1,0,0.0,0.0,0,
9355,SAFE_DISABLED,14.7864,15.3529,-18.5451,0.0,0.0,0,0.0,6,1,0,0.0,0.0,0,
9455,SAFE_DISABLED,14.169,14.8067,-18.5449,0.0,0.0,0,0.0,25,1,0,0.0,0.0,0,
9555,SAFE_DISABLED,14.169,14.8067,-18.5449,0.0,0.0,0,0.0,125,1,2,0.0,0.0,0,
9655,SAFE_DISABLED,12.4038,14.0858,-18.5449,0.0,0.0,0,0.0,25,1,0,0.0,0.0,0,
9755,SAFE_DISABLED,11.169,12.3179,-18.5449,0.0,0.0,0,0.0,5,1,0,0.0,0.0,0,
9856,SAFE_DISABLED,8.7864,10.6465,-18.5449,0.0,0.0,0,0.0,25,1,0,0.0,0.0,0,
9956,SAFE_DISABLED,8.2694,9.1286,-18.5449,0.0,0.0,0,0.0,4,1,0,0.0,0.0,0,
10056,SAFE_DISABLED,8.2008,8.6626,-18.5449,0.0,0.0,0,0.0,25,1,0,0.0,0.0,0,
10156,SAFE_DISABLED,5.3564,7.1112,-18.5449,0.0,0.0,0,0.0,4,1,0,0.0,0.0,0,
10256,SAFE_DISABLED,5.251,6.1663,-18.5449,0.0,0.0,0,0.0,24,1,0,0.0,0.0,0,
10356,SAFE_DISABLED,3.8974,4.9731,-18.5449,0.0,0.0,0,0.0,3,1,0,0.0,0.0,0,
10456,SAFE_DISABLED,2.3012,3.622,-18.5449,0.0,0.0,0,0.0,24,1,0,0.0,0.0,0,
10556,SAFE_DISABLED,1.3776,2.4559,-18.5449,0.0,0.0,0,0.0,3,1,0,0.0,0.0,0,
10656,SAFE_DISABLED,-0.6436,1.1988,-18.5449,0.0,0.0,0,0.0,23,1,0,0.0,0.0,0,
10756,SAFE_DISABLED,-0.7649,-0.0783,-18.5449,0.0,0.0,0,0.0,4,1,0,0.0,0.0,0,
10856,SAFE_DISABLED,-2.1026,-1.0099,-18.5449,0.0,0.0,0,0.0,24,1,0,0.0,0.0,0,
10956,SAFE_DISABLED,-3.749,-2.7834,-18.5449,0.0,0.0,0,0.0,3,1,0,0.0,0.0,0,
11056,SAFE_DISABLED,-4.6224,-3.5412,-18.5449,0.0,0.0,0,0.0,23,1,0,0.0,0.0,0,
11156,SAFE_DISABLED,-5.3134,-4.6746,-18.5449,0.0,0.0,0,0.0,3,1,0,0.0,0.0,0,
11256,SAFE_DISABLED,-5.382,-5.021,-18.5449,0.0,0.0,0,0.0,23,1,0,0.0,0.0,0,
11356,SAFE_DISABLED,-5.382,-5.2582,-18.5449,0.0,0.0,0,0.0,4,1,0,0.0,0.0,0,
11456,SAFE_DISABLED,-5.382,-5.3213,-18.5449,0.0,0.0,0,0.0,24,1,0,0.0,0.0,0,
11556,SAFE_DISABLED,-5.382,-5.3612,-18.5449,0.0,0.0,0,0.0,3,1,0,0.0,0.0,0,
11656,SAFE_DISABLED,-5.382,-5.3718,-18.5449,0.0,0.0,0,0.0,23,1,0,0.0,0.0,0,
11756,SAFE_DISABLED,-5.725,-5.6039,-18.5449,0.0,0.0,0,0.0,3,1,0,0.0,0.0,0,
11856,SAFE_DISABLED,-5.7936,-5.7006,-18.5449,0.0,0.0,0,0.0,23,1,0,0.0,0.0,0,
11956,SAFE_DISABLED,-6.1366,-5.9871,-18.5449,0.0,0.0,0,0.0,4,1,0,0.0,0.0,0,
12056,SAFE_DISABLED,-5.7936,-5.8884,-18.5449,0.0,0.0,0,0.0,24,1,0,0.0,0.0,0,
12156,SAFE_DISABLED,-5.725,-5.7955,-18.5449,0.0,0.0,0,0.0,3,1,0,0.0,0.0,0,
12256,SAFE_DISABLED,-5.725,-5.7595,-18.5449,0.0,0.0,0,0.0,23,1,0,0.0,0.0,0,
12356,SAFE_DISABLED,-5.725,-5.7368,-18.5449,0.0,0.0,0,0.0,3,1,0,0.0,0.0,0,
12456,SAFE_DISABLED,-5.725,-5.7308,-18.5449,0.0,0.0,0,0.0,23,1,0,0.0,0.0,0,
12556,SAFE_DISABLED,-5.725,-5.727,-18.5449,0.0,0.0,0,0.0,3,1,0,0.0,0.0,0,
12656,SAFE_DISABLED,-5.7936,-5.7466,-18.5449,0.0,0.0,0,0.0,24,1,0,0.0,0.0,0,
12756,SAFE_DISABLED,-5.725,-5.7425,-18.5449,0.0,0.0,0,0.0,3,1,0,0.0,0.0,0,
13260,SAFE_DISABLED,-5.725,-5.7271,-15.7632,0.0,0.0,0,0.0,50,1,0,0.0,0.0,0,
13360,SAFE_DISABLED,-5.725,-5.7257,-10.3634,0.0,0.0,0,0.0,13,1,0,0.0,0.0,0,
13460,SAFE_DISABLED,-5.725,-5.7253,-9.4558,0.0,0.0,0,0.0,33,1,0,0.0,0.0,0,
13560,SAFE_DISABLED,-5.725,-5.7251,-9.3033,0.0,0.0,0,0.0,6,1,0,0.0,0.0,0,
13660,SAFE_DISABLED,-5.725,-5.7251,-9.2776,0.0,0.0,0,0.0,26,1,0,0.0,0.0,0,
13760,SAFE_DISABLED,-5.382,-5.6221,-9.2733,0.0,0.0,0,0.0,6,1,0,0.0,0.0,0,
13860,SAFE_DISABLED,-5.3134,-5.4791,-9.2726,0.0,0.0,0,0.0,26,1,0,0.0,0.0,0,
13960,SAFE_DISABLED,-5.3134,-5.3803,-9.2725,0.0,0.0,0,0.0,5,1,0,0.0,0.0,0,
14060,SAFE_DISABLED,-5.3134,-5.3462,-9.2725,0.0,0.0,0,0.0,26,1,0,0.0,0.0,0,
14160,SAFE_DISABLED,-5.3134,-5.3246,-9.2725,0.0,0.0,0,0.0,6,1,0,0.0,0.0,0,
14260,SAFE_DISABLED,-5.3134,-5.3189,-9.2725,0.0,0.0,0,0.0,26,1,0,0.0,0.0,0,
14360,SAFE_DISABLED,-5.3134,-5.3153,-9.2725,0.0,0.0,0,0.0,6,1,0,0.0,0.0,0,
14460,SAFE_DISABLED,-5.3134,-5.3143,-9.2725,0.0,0.0,0,0.0,25,1,0,0.0,0.0,0,
14560,SAFE_DISABLED,-5.3134,-5.3137,-9.2725,0.0,0.0,0,0.0,5,1,0,0.0,0.0,0,
14660,SAFE_DISABLED,-5.3134,-5.3136,-9.2725,0.0,0.0,0,0.0,25,1,0,0.0,0.0,0,
14760,SAFE_DISABLED,-5.3134,-5.3135,-9.2725,0.0,0.0,0,0.0,6,1,0,0.0,0.0,0,
14860,SAFE_DISABLED,-5.3134,-5.3134,-9.2725,0.0,0.0,0,0.0,26,1,0,0.0,0.0,0,
14960,SAFE_DISABLED,-5.382,-5.3484,-9.2725,0.0,0.0,0,0.0,5,1,0,0.0,0.0,0,
15060,SAFE_DISABLED,-5.6564,-5.4479,-9.2725,0.0,0.0,0,0.0,25,1,0,0.0,0.0,0,
15160,SAFE_DISABLED,-5.725,-5.6299,-9.2725,0.0,0.0,0,0.0,5,1,0,0.0,0.0,0,
15260,SAFE_DISABLED,-5.725,-5.6784,-9.2725,0.0,0.0,0,0.0,25,1,0,0.0,0.0,0,
15360,SAFE_DISABLED,-5.7936,-5.7296,-9.2725,0.0,0.0,0,0.0,6,1,0,0.0,0.0,0,
15460,SAFE_DISABLED,-5.7936,-5.7622,-9.2725,0.0,0.0,0,0.0,26,1,0,0.0,0.0,0,
15560,SAFE_DISABLED,-5.7936,-5.7828,-9.2725,0.0,0.0,0,0.0,5,1,0,0.0,0.0,0,
15660,SAFE_DISABLED,-5.7936,-5.7883,-9.2988,0.0,0.0,0,0.0,25,1,0,0.0,0.0,0,
15760,SAFE_DISABLED,-5.725,-5.7712,-9.35,0.0,0.0,0,0.0,5,1,0,0.0,0.0,0,
15860,SAFE_DISABLED,-5.725,-5.7476,-9.3586,0.0,0.0,0,0.0,25,1,0,0.0,0.0,0,
15960,SAFE_DISABLED,-5.725,-5.7328,-9.3601,0.0,0.0,0,0.0,6,1,0,0.0,0.0,0,
16060,SAFE_DISABLED,-5.725,-5.7288,-9.547,0.0,0.0,0,0.0,26,1,0,0.0,0.0,0,
16160,SAFE_DISABLED,-5.4506,-5.5864,-9.9013,0.0,0.0,0,0.0,5,1,0,0.0,0.0,0,
16260,SAFE_DISABLED,-5.4506,-5.5027,-12.8367,0.0,0.0,0,0.0,25,1,0,0.0,0.0,0,
16360,SAFE_DISABLED,-5.725,-5.6488,-13.5538,0.0,0.0,0,0.0,5,1,0,0.0,0.0,0,
16460,SAFE_DISABLED,-5.725,-5.6876,-18.5308,0.0,0.0,0,0.0,25,1,0,0.0,0.0,0,
16560,SAFE_DISABLED,-5.7936,-5.7328,-22.0157,0.0,0.0,0,0.0,5,1,0,0.0,0.0,0,
16660,SAFE_DISABLED,-5.7936,-5.7638,-23.194,0.0,0.0,0,0.0,25,1,0,0.0,0.0,0,
16760,SAFE_DISABLED,-5.7936,-5.7834,-30.5216,0.0,0.0,0,0.0,5,1,0,0.0,0.0,0,
16860,SAFE_DISABLED,-5.725,-5.7536,-39.9223,0.0,0.0,0,0.0,25,1,0,0.0,0.0,0,
16960,SAFE_DISABLED,-5.725,-5.7593,-44.964,0.0,0.0,0,0.0,5,1,0,0.0,0.0,0,
17060,SAFE_DISABLED,-5.725,-5.7418,-57.1045,0.0,0.0,0,0.0,25,1,0,0.0,0.0,0,
17160,SAFE_DISABLED,-5.8622,-5.7719,-60.013,0.0,0.0,0,0.0,4,1,0,0.0,0.0,0,
17260,SAFE_DISABLED,-5.8622,-5.818,-60.5466,0.0,0.0,0,0.0,25,1,0,0.0,0.0,0,
17360,SAFE_DISABLED,-5.8622,-5.847,-61.3112,0.0,0.0,0,0.0,5,1,0,0.0,0.0,0,
17460,SAFE_DISABLED,-5.8622,-5.8548,-63.8716,0.0,0.0,0,0.0,25,1,0,0.0,0.0,0,
17560,SAFE_DISABLED,-5.7936,-5.829,-66.3319,0.0,0.0,0,0.0,5,1,0,0.0,0.0,0,
17660,SAFE_DISABLED,-5.7936,-5.8109,-66.9746,0.0,0.0,0,0.0,25,1,0,0.0,0.0,0,
17760,SAFE_DISABLED,-2.8622,-4.4735,-67.2162,0.0,0.0,0,0.0,5,1,0,0.0,0.0,0,
17860,SAFE_DISABLED,-2.7936,-3.6312,-67.2695,0.0,0.0,0,0.0,25,1,0,0.0,0.0,0,
17960,SAFE_DISABLED,-0.667,-2.4429,-67.2207,0.0,0.0,0,0.0,6,1,0,0.0,0.0,0,
18060,SAFE_DISABLED,0.1378,-1.6687,-67.1971,0.0,0.0,0,0.0,66,1,1,0.0,0.0,0,
18160,SAFE_DISABLED,0.1378,-1.6687,-67.1354,0.0,0.0,0,0.0,166,1,3,0.0,0.0,0,
18260,SAFE_DISABLED,0.1378,-1.6687,-67.1097,0.0,0.0,0,0.0,266,1,6,0.0,0.0,0,
18360,SAFE_DISABLED,0.1378,-1.6687,-67.1054,0.0,0.0,0,0.0,366,0,8,0.0,0.0,0,
18460,SAFE_DISABLED,0.1378,-1.6687,-67.1046,0.0,0.0,0,0.0,466,0,11,0.0,0.0,0,
18560,SAFE_DISABLED,0.1378,-1.6687,-67.1045,0.0,0.0,0,0.0,566,0,13,0.0,0.0,0,
18660,SAFE_DISABLED,0.1378,-1.6687,-67.1045,0.0,0.0,0,0.0,666,0,15,0.0,0.0,0,
18760,SAFE_DISABLED,3.1378,0.7826,-67.1045,0.0,0.0,0,0.0,6,1,0,0.0,0.0,0,
18860,SAFE_DISABLED,3.1378,1.4892,-67.1045,0.0,0.0,0,0.0,66,1,1,0.0,0.0,0,
18960,SAFE_DISABLED,3.1378,1.4892,-67.1045,0.0,0.0,0,0.0,166,1,3,0.0,0.0,0,
19060,SAFE_DISABLED,3.1378,1.4892,-67.1045,0.0,0.0,0,0.0,266,1,6,0.0,0.0,0,
19160,SAFE_DISABLED,3.1378,1.4892,-67.1045,0.0,0.0,0,0.0,366,0,8,0.0,0.0,0,
19260,SAFE_DISABLED,3.1378,1.4892,-67.1045,0.0,0.0,0,0.0,466,0,11,0.0,0.0,0,
19360,SAFE_DISABLED,3.1378,1.4892,-67.0468,0.0,0.0,0,0.0,566,0,13,0.0,0.0,0,
19460,SAFE_DISABLED,3.1378,1.4892,-67.0217,0.0,0.0,0,0.0,666,0,16,0.0,0.0,0,
19560,SAFE_DISABLED,6.1378,2.8838,-67.0174,0.0,0.0,0,0.0,5,1,0,0.0,0.0,0,
19660,SAFE_DISABLED,6.1378,4.5433,-67.0167,0.0,0.0,0,0.0,25,1,0,0.0,0.0,0,
19760,SAFE_DISABLED,9.1378,6.5715,-67.0166,0.0,0.0,0,0.0,45,1,0,0.0,0.0,0,
19860,SAFE_DISABLED,9.1378,6.5715,-67.0166,0.0,0.0,0,0.0,145,1,3,0.0,0.0,0,
19960,SAFE_DISABLED,9.1378,6.5715,-67.0166,0.0,0.0,0,0.0,245,1,5,0.0,0.0,0,
20060,SAFE_DISABLED,9.1378,6.5715,-67.0166,0.0,0.0,0,0.0,345,0,8,0.0,0.0,0,
20160,SAFE_DISABLED,9.1378,6.5715,-67.0166,0.0,0.0,0,0.0,445,0,10,0.0,0.0,0,
20260,SAFE_DISABLED,9.1378,6.5715,-67.0166,0.0,0.0,0,0.0,545,0,13,0.0,0.0,0,
20360,SAFE_DISABLED,9.1378,6.5715,-66.9435,0.0,0.0,0,0.0,645,0,15,0.0,0.0,0,
20460,SAFE_DISABLED,9.1378,6.5715,-66.9312,0.0,0.0,0,0.0,745,0,18,0.0,0.0,0,
20560,SAFE_DISABLED,9.1378,6.5715,-66.9291,0.0,0.0,0,0.0,845,0,20,0.0,0.0,0,
20660,SAFE_DISABLED,9.1378,6.5715,-66.9288,0.0,0.0,0,0.0,945,0,23,0.0,0.0,0,
20760,SAFE_DISABLED,9.1378,6.5715,-66.9287,0.0,0.0,1,0.0,1045,0,25,0.0,0.0,0,
20860,SAFE_DISABLED,9.1378,6.5715,-66.9287,0.0,0.0,1,0.0,1145,0,28,0.0,0.0,0,
20960,SAFE_DISABLED,9.1378,6.5715,-66.9287,0.0,0.0,1,0.0,1245,0,30,0.0,0.0,0,
21060,SAFE_DISABLED,9.1378,6.5715,-66.9287,0.0,0.0,1,0.0,1345,0,33,0.0,0.0,0,
21160,SAFE_DISABLED,9.1378,6.5715,-66.9287,0.0,0.0,1,0.0,1445,0,35,0.0,0.0,0,
21260,SAFE_DISABLED,9.1378,6.5715,-66.9287,0.0,0.0,1,0.0,1545,0,38,0.0,0.0,0,
21360,SAFE_DISABLED,9.1378,6.5715,-66.9287,0.0,0.0,1,0.0,1645,0,40,0.0,0.0,0,
21460,SAFE_DISABLED,9.1378,6.5715,-66.9287,0.0,0.0,1,0.0,1745,0,43,0.0,0.0,0,
21560,SAFE_DISABLED,9.1378,6.5715,-66.9287,0.0,0.0,1,0.0,1845,0,45,0.0,0.0,0,
21660,SAFE_DISABLED,9.1378,6.5715,-66.9224,0.0,0.0,1,0.0,1945,0,48,0.0,0.0,0,
21760,SAFE_DISABLED,9.1378,6.5715,-66.9276,0.0,0.0,1,0.0,2045,0,50,0.0,0.0,0,
23353,SAFE_DISABLED,9.1378,6.5715,-66.9097,0.0,0.0,1,0.0,3638,0,88,0.0,0.0,0,
23453,SAFE_DISABLED,9.1378,6.5715,-66.8744,0.0,0.0,1,0.0,3738,0,91,0.0,0.0,0,
23553,SAFE_DISABLED,9.1378,6.5715,-66.9011,0.0,0.0,1,0.0,3838,0,93,0.0,0.0,0,
23653,SAFE_DISABLED,9.1378,6.5715,-66.915,0.0,0.0,1,0.0,3938,0,96,0.0,0.0,0,
23753,SAFE_DISABLED,9.1378,6.5715,-66.8871,0.0,0.0,1,0.0,4038,0,98,0.0,0.0,0,
23853,SAFE_DISABLED,9.1378,6.5715,-66.8903,0.0,0.0,1,0.0,4138,0,101,0.0,0.0,0,
23953,SAFE_DISABLED,9.1378,6.5715,-66.8881,0.0,0.0,1,0.0,4219,0,103,0.0,0.0,0,
24053,SAFE_DISABLED,9.1378,6.5715,-66.8751,0.0,0.0,1,0.0,4324,0,106,0.0,0.0,0,
24153,SAFE_DISABLED,9.1378,6.5715,-66.9043,0.0,0.0,1,0.0,4424,0,108,0.0,0.0,0,
24253,SAFE_DISABLED,9.1378,6.5715,-66.8982,0.0,0.0,1,0.0,4524,0,111,0.0,0.0,0,
24353,SAFE_DISABLED,9.1378,6.5715,-66.8634,0.0,0.0,1,0.0,4625,0,113,0.0,0.0,0,
24453,SAFE_DISABLED,9.1378,6.5715,-66.9087,0.0,0.0,1,0.0,4725,0,116,0.0,0.0,0,
24553,SAFE_DISABLED,9.1378,6.5715,-66.8797,0.0,0.0,1,0.0,4825,0,118,0.0,0.0,0,
24653,SAFE_DISABLED,9.1378,6.5715,-66.8658,0.0,0.0,1,0.0,4925,0,121,0.0,0.0,0,
24753,SAFE_DISABLED,9.1378,6.5715,-66.9028,0.0,0.0,1,0.0,5025,0,123,0.0,0.0,0,
