t_s,x_m,x_hat_m,d_meas_m,theta_deg,theta_hat_deg,phi_deg,phi_cmd_deg
2.543786488740616969e-01,7.368262282796805493e-03,7.368262282796800289e-03,2.073682622827968114e-01,4.076404143242567280e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.552126772310258640e-01,7.437795423259166080e-03,7.437795423259174754e-03,2.074377954232591859e-01,4.076876245853871872e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.560467055879899756e-01,7.507623560067026337e-03,7.507623560067039348e-03,2.075076235600670504e-01,4.077337898876747246e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.568807339449541427e-01,7.577746441667607656e-03,7.577746441667615462e-03,2.075777464416676266e-01,4.077789359978903683e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.577147623019182543e-01,7.648163817054303912e-03,7.648163817054298708e-03,2.076481638170543098e-01,4.078230881854413070e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.585487906588823659e-01,7.718875435740167948e-03,7.718875435740180091e-03,2.077188754357401912e-01,4.078662711675741015e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.593828190158465330e-01,7.789881047844300806e-03,7.789881047844310347e-03,2.077898810478443214e-01,4.079085090796195523e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.602168473728106446e-01,7.861180404060533894e-03,7.861180404060530424e-03,2.078611804040605415e-01,4.079498256069886253e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.610508757297748117e-01,7.932773255656723824e-03,7.932773255656722089e-03,2.079327732556567332e-01,4.079902439867989727e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.618849040867389233e-01,8.004659354474705571e-03,8.004659354474696897e-03,2.080046593544747080e-01,4.080297870078751110e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.627189324437030904e-01,8.076838452930340181e-03,8.076838452930334977e-03,2.080768384529303461e-01,4.080684770107482429e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.635529608006672020e-01,8.149310304013472270e-03,8.149310304013474004e-03,2.081493103040134851e-01,4.081063358876567015e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.643869891576313691e-01,8.222074661287966449e-03,8.222074661287964714e-03,2.082220746612879758e-01,4.081433850825455067e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.652210175145954807e-01,8.295131278891672635e-03,8.295131278891670901e-03,2.082951312788916820e-01,4.081796455910661869e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.660550458715596478e-01,8.368479911536282068e-03,8.368479911536275129e-03,2.083684799115362862e-01,4.082151379608807140e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.668890742285237594e-01,8.442120314463189001e-03,8.442120314463175124e-03,2.084421203144631862e-01,4.082498823423271972e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.677231025854878710e-01,8.516052243474226541e-03,8.516052243474236949e-03,2.085160522434742481e-01,4.082838983876998284e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
